date,keyword,hits
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,49.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
08/01/2025,kharid_dollar,0.0
